Age,Gender,Marital Status,Location,Income,Employment Status,Credit History,Credit Score,Previous Card Usage,Spending Habits,Previous Offer Response,Card Type,Card Interest Rate,Annual Fee,Customer Engagement,Communication Preferences,Target Response
27,Female,Single,Suburban,37761,Employed,Poor,378,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,39060,Employed,Poor,304,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,41927,Employed,Poor,364,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,39952,Employed,Poor,311,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38925,Employed,Poor,390,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41905,Employed,Poor,365,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,38861,Employed,Poor,370,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,37025,Employed,Poor,375,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,39237,Employed,Poor,368,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41474,Employed,Poor,347,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41074,Employed,Poor,303,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,38168,Employed,Poor,343,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,40506,Employed,Poor,393,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,40212,Employed,Poor,360,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,40937,Employed,Poor,376,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,37316,Employed,Poor,375,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,41503,Employed,Poor,347,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,38109,Employed,Poor,317,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,38888,Employed,Poor,378,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,41093,Employed,Poor,333,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,37496,Employed,Poor,385,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,40227,Employed,Poor,334,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,37649,Employed,Poor,340,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,39572,Employed,Poor,331,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,38928,Employed,Poor,391,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,41890,Employed,Poor,331,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,40030,Employed,Poor,398,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,41665,Employed,Poor,318,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,37251,Employed,Poor,399,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38361,Employed,Poor,303,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,41379,Employed,Poor,320,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,39851,Employed,Poor,343,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,40697,Employed,Poor,323,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,41896,Employed,Poor,319,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,39754,Employed,Poor,391,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,39058,Employed,Poor,322,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,41182,Employed,Poor,394,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,40449,Employed,Poor,329,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,37201,Employed,Poor,345,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,40511,Employed,Poor,389,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,41194,Employed,Poor,331,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38444,Employed,Poor,393,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,39828,Employed,Poor,382,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,40332,Employed,Poor,378,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38770,Employed,Poor,393,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,40166,Employed,Poor,306,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,37797,Employed,Poor,376,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,40176,Employed,Poor,361,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,41925,Employed,Poor,394,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,37779,Employed,Poor,325,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,37051,Employed,Poor,377,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,37450,Employed,Poor,356,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38454,Employed,Poor,382,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,37300,Employed,Poor,376,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38724,Employed,Poor,306,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,37244,Employed,Poor,362,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,40026,Employed,Poor,361,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,40780,Employed,Poor,398,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,37536,Employed,Poor,331,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41976,Employed,Poor,367,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41914,Employed,Poor,397,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,37398,Employed,Poor,313,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,37032,Employed,Poor,331,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,39308,Employed,Poor,378,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,37789,Employed,Poor,303,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,40346,Employed,Poor,330,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41251,Employed,Poor,327,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,37788,Employed,Poor,382,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,39335,Employed,Poor,313,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,41785,Employed,Poor,349,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,37921,Employed,Poor,324,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,37545,Employed,Poor,334,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38889,Employed,Poor,382,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,39733,Employed,Poor,385,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41995,Employed,Poor,349,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,39109,Employed,Poor,387,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,40584,Employed,Poor,379,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,37260,Employed,Poor,328,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,41455,Employed,Poor,333,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,37372,Employed,Poor,311,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,37618,Employed,Poor,388,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,37577,Employed,Poor,314,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,38872,Employed,Poor,353,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,39537,Employed,Poor,323,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,38838,Employed,Poor,319,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,39113,Employed,Poor,365,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,38069,Employed,Poor,377,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,37112,Employed,Poor,397,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,38564,Employed,Poor,326,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,39294,Employed,Poor,329,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,37397,Employed,Poor,382,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,38958,Employed,Poor,352,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,38434,Employed,Poor,320,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,38683,Employed,Poor,377,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,38314,Employed,Poor,326,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,37983,Employed,Poor,326,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,38095,Employed,Poor,384,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38179,Employed,Poor,363,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,39672,Employed,Poor,324,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,41487,Employed,Poor,380,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,37786,Employed,Poor,332,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,38839,Employed,Poor,340,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,40103,Employed,Poor,347,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,40443,Employed,Poor,313,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,37390,Employed,Poor,363,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,38669,Employed,Poor,370,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,38301,Employed,Poor,326,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,38152,Employed,Poor,398,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,38759,Employed,Poor,374,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,40679,Employed,Poor,377,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,39552,Employed,Poor,347,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38000,Employed,Poor,362,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,39685,Employed,Poor,300,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,41375,Employed,Poor,370,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,38458,Employed,Poor,393,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,39027,Employed,Poor,322,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,39499,Employed,Poor,307,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,40590,Employed,Poor,385,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,39063,Employed,Poor,365,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,38374,Employed,Poor,360,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,38378,Employed,Poor,339,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,38808,Employed,Poor,374,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,37621,Employed,Poor,333,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,37749,Employed,Poor,345,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,40443,Employed,Poor,393,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,41800,Employed,Poor,382,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41299,Employed,Poor,391,Low,Low,No,Discover,21%,100,Low,Email,No
29,Female,Single,Suburban,41075,Employed,Poor,352,Low,Low,No,Discover,21%,100,Low,Email,No
28,Female,Single,Suburban,40688,Employed,Poor,324,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,37783,Employed,Poor,334,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,41166,Employed,Poor,306,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,39583,Employed,Poor,305,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,40236,Employed,Poor,321,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,37595,Employed,Poor,346,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,38189,Employed,Poor,357,Low,Low,No,Discover,21%,100,Low,Email,No
25,Female,Single,Suburban,39346,Employed,Poor,382,Low,Low,No,Discover,21%,100,Low,Email,No
26,Female,Single,Suburban,39841,Employed,Poor,342,Low,Low,No,Discover,21%,100,Low,Email,No
24,Female,Single,Suburban,41440,Employed,Poor,398,Low,Low,No,Discover,21%,100,Low,Email,No
27,Female,Single,Suburban,40300,Employed,Poor,349,Low,Low,No,Discover,21%,100,Low,Email,No
26,Male,Single,Urban,52736,Employed,Good,693,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Urban,53954,Employed,Good,753,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Urban,51048,Employed,Good,762,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Suburban,51483,Employed,Good,722,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,59934,Employed,Good,781,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Urban,48994,Employed,Good,713,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,61409,Employed,Good,703,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,55855,Employed,Good,787,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,54588,Employed,Good,695,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Urban,57870,Employed,Good,779,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,60226,Employed,Good,746,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,48557,Employed,Good,751,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,53486,Employed,Good,700,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Urban,54299,Employed,Good,770,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Urban,61456,Employed,Good,729,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Urban,49117,Employed,Good,759,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Urban,58517,Employed,Good,743,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Urban,55204,Employed,Good,715,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,61528,Employed,Good,697,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Urban,48451,Employed,Good,787,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,53603,Employed,Good,722,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Suburban,58927,Employed,Good,766,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Suburban,47563,Employed,Good,766,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Urban,54748,Employed,Good,695,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,61329,Employed,Good,705,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,58539,Employed,Good,753,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Urban,57085,Employed,Good,742,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,60398,Employed,Good,744,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Suburban,59585,Employed,Good,748,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,53590,Employed,Good,772,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Suburban,48157,Employed,Good,753,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Urban,57930,Employed,Good,790,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,59408,Employed,Good,695,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,56071,Employed,Good,700,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Urban,53265,Employed,Good,784,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Urban,53239,Employed,Good,784,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Suburban,52070,Employed,Good,697,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Suburban,52071,Employed,Good,719,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Suburban,48960,Employed,Good,729,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Suburban,53407,Employed,Good,691,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Suburban,61042,Employed,Good,752,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Urban,59554,Employed,Good,784,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Urban,57467,Employed,Good,779,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,53546,Employed,Good,697,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,49827,Employed,Good,765,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,48104,Employed,Good,728,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Urban,47750,Employed,Good,696,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,55125,Employed,Good,709,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,60851,Employed,Good,785,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,49677,Employed,Good,762,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Suburban,56527,Employed,Good,778,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Suburban,47968,Employed,Good,757,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,56831,Employed,Good,711,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,58732,Employed,Good,787,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,49009,Employed,Good,710,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,60150,Employed,Good,728,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,61019,Employed,Good,735,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,56498,Employed,Good,733,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,60130,Employed,Good,708,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Suburban,54930,Employed,Good,710,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Urban,57824,Employed,Good,781,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,61209,Employed,Good,715,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Urban,52076,Employed,Good,705,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Urban,54849,Employed,Good,734,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Urban,59506,Employed,Good,771,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,59340,Employed,Good,695,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,54061,Employed,Good,766,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,53764,Employed,Good,718,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Suburban,49533,Employed,Good,788,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,55432,Employed,Good,692,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Suburban,60029,Employed,Good,781,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Suburban,55852,Employed,Good,774,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Suburban,58876,Employed,Good,692,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Suburban,51775,Employed,Good,700,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Suburban,55689,Employed,Good,743,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,52562,Employed,Good,779,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Urban,51783,Employed,Good,785,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,49482,Employed,Good,745,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,48212,Employed,Good,736,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Urban,55323,Employed,Good,735,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Urban,49872,Employed,Good,762,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Urban,55469,Employed,Good,771,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,61495,Employed,Good,784,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,49856,Employed,Good,705,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Suburban,47389,Employed,Good,778,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Suburban,57729,Employed,Good,783,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,57058,Employed,Good,753,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Suburban,61588,Employed,Good,717,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Suburban,47230,Employed,Good,735,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Suburban,59989,Employed,Good,753,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,59074,Employed,Good,736,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Suburban,56575,Employed,Good,749,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Suburban,52886,Employed,Good,750,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Suburban,56398,Employed,Good,779,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Urban,59134,Employed,Good,760,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Urban,53554,Employed,Good,701,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Urban,53257,Employed,Good,719,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Urban,59801,Employed,Good,761,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Urban,50465,Employed,Good,725,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Urban,58749,Employed,Good,699,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,55472,Employed,Good,708,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Urban,58120,Employed,Good,708,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,61520,Employed,Good,695,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Suburban,55998,Employed,Good,789,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Suburban,59614,Employed,Good,771,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Suburban,57343,Employed,Good,788,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,56570,Employed,Good,709,Medium,Medium,No,Visa,15%,50,High,Email,Yes
25,Male,Single,Suburban,49949,Employed,Good,772,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Suburban,61408,Employed,Good,707,Medium,Medium,No,Visa,15%,50,High,Email,Yes
32,Male,Single,Suburban,50250,Employed,Good,694,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Suburban,57454,Employed,Good,768,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Suburban,61796,Employed,Good,750,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Suburban,52311,Employed,Good,734,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Suburban,47850,Employed,Good,769,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Suburban,53728,Employed,Good,772,Medium,Medium,No,Visa,15%,50,High,Email,Yes
30,Male,Single,Urban,55170,Employed,Good,746,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Urban,54663,Employed,Good,713,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Urban,55451,Employed,Good,752,Medium,Medium,No,Visa,15%,50,High,Email,Yes
27,Male,Single,Urban,49495,Employed,Good,759,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Urban,50471,Employed,Good,740,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,54124,Employed,Good,715,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,54032,Employed,Good,771,Medium,Medium,No,Visa,15%,50,High,Email,Yes
29,Male,Single,Urban,51365,Employed,Good,732,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,48716,Employed,Good,697,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,59892,Employed,Good,738,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,58293,Employed,Good,700,Medium,Medium,No,Visa,15%,50,High,Email,Yes
26,Male,Single,Urban,51410,Employed,Good,700,Medium,Medium,No,Visa,15%,50,High,Email,Yes
28,Male,Single,Urban,51887,Employed,Good,721,Medium,Medium,No,Visa,15%,50,High,Email,Yes
31,Male,Single,Urban,50677,Employed,Good,714,Medium,Medium,No,Visa,15%,50,High,Email,Yes
24,Male,Single,Urban,47622,Employed,Good,703,Medium,Medium,No,Visa,15%,50,High,Email,Yes
